Dates,Monetary Base
04/04/2013,304.088
05/04/2013,303.981
06/04/2013,303.909
07/04/2013,303.857
08/04/2013,303.716
09/04/2013,303.636
10/04/2013,303.530
11/04/2013,303.417
12/04/2013,303.496
13/04/2013,303.562
14/04/2013,303.619
15/04/2013,303.569
16/04/2013,303.485
17/04/2013,303.233
18/04/2013,303.049
19/04/2013,302.643
20/04/2013,302.277
21/04/2013,301.947
22/04/2013,301.534
23/04/2013,301.092
24/04/2013,300.547
25/04/2013,300.103
26/04/2013,299.592
27/04/2013,299.119
28/04/2013,298.680
29/04/2013,298.014
30/04/2013,297.658
01/05/2013,287.319
02/05/2013,291.561
03/05/2013,293.301
04/05/2013,294.171
05/05/2013,294.693
06/05/2013,295.021
07/05/2013,295.173
08/05/2013,295.795
09/05/2013,296.277
10/05/2013,296.498
11/05/2013,296.678
12/05/2013,296.829
13/05/2013,297.129
14/05/2013,297.464
15/05/2013,297.824
16/05/2013,298.171
17/05/2013,298.466
18/05/2013,298.728
19/05/2013,298.963
20/05/2013,299.149
21/05/2013,299.354
22/05/2013,299.605
23/05/2013,299.869
24/05/2013,300.023
25/05/2013,300.166
26/05/2013,300.297
27/05/2013,300.354
28/05/2013,300.382
29/05/2013,300.307
30/05/2013,300.358
31/05/2013,300.486
01/06/2013,304.336
02/06/2013,304.336
03/06/2013,305.992
04/06/2013,306.646
05/06/2013,307.160
06/06/2013,308.122
07/06/2013,308.961
08/06/2013,309.591
09/06/2013,310.081
10/06/2013,310.447
11/06/2013,310.704
12/06/2013,311.087
13/06/2013,311.451
14/06/2013,311.601
15/06/2013,311.732
16/06/2013,311.845
17/06/2013,311.806
18/06/2013,311.750
19/06/2013,311.746
20/06/2013,311.743
21/06/2013,311.740
22/06/2013,311.737
23/06/2013,311.735
24/06/2013,311.660
25/06/2013,311.621
26/06/2013,311.497
27/06/2013,311.387
28/06/2013,311.250
29/06/2013,311.122
30/06/2013,311.003
01/07/2013,314.997
02/07/2013,318.189
03/07/2013,319.869
04/07/2013,320.858
05/07/2013,321.738
06/07/2013,322.324
07/07/2013,322.743
08/07/2013,322.990
09/07/2013,323.182
10/07/2013,323.564
11/07/2013,323.800
12/07/2013,324.086
13/07/2013,324.327
14/07/2013,324.535
15/07/2013,324.744
16/07/2013,324.747
17/07/2013,324.822
18/07/2013,324.817
19/07/2013,324.661
20/07/2013,324.520
21/07/2013,324.392
22/07/2013,324.273
23/07/2013,323.972
24/07/2013,323.777
25/07/2013,323.843
26/07/2013,323.916
27/07/2013,323.983
28/07/2013,324.046
29/07/2013,323.957
30/07/2013,323.780
31/07/2013,323.597
01/08/2013,329.333
02/08/2013,329.318
03/08/2013,329.312
04/08/2013,329.310
05/08/2013,329.197
06/08/2013,329.330
07/08/2013,329.446
08/08/2013,329.675
09/08/2013,329.670
10/08/2013,329.666
11/08/2013,329.663
12/08/2013,329.655
13/08/2013,329.700
14/08/2013,329.349
15/08/2013,329.106
16/08/2013,328.705
17/08/2013,328.351
18/08/2013,328.036
19/08/2013,327.754
20/08/2013,327.817
21/08/2013,327.916
22/08/2013,327.886
23/08/2013,327.682
24/08/2013,327.496
25/08/2013,327.324
26/08/2013,327.222
27/08/2013,327.107
28/08/2013,326.903
29/08/2013,326.790
30/08/2013,326.603
31/08/2013,326.429
01/09/2013,321.192
02/09/2013,325.500
03/09/2013,327.435
04/09/2013,328.420
05/09/2013,329.534
06/09/2013,330.279
07/09/2013,330.812
08/09/2013,331.211
09/09/2013,331.387
10/09/2013,331.898
11/09/2013,332.100
12/09/2013,332.223
13/09/2013,332.266
14/09/2013,332.302
15/09/2013,332.334
16/09/2013,332.295
17/09/2013,332.288
18/09/2013,332.196
19/09/2013,332.053
20/09/2013,331.712
21/09/2013,331.403
22/09/2013,331.123
23/09/2013,330.723
24/09/2013,330.349
25/09/2013,330.057
26/09/2013,329.848
27/09/2013,329.848
28/09/2013,329.849
29/09/2013,329.849
30/09/2013,329.769
01/10/2013,337.997
02/10/2013,338.325
03/10/2013,338.543
04/10/2013,339.102
05/10/2013,339.437
06/10/2013,339.660
07/10/2013,339.831
08/10/2013,340.003
09/10/2013,339.945
10/10/2013,340.022
11/10/2013,339.832
12/10/2013,339.675
13/10/2013,339.542
14/10/2013,339.427
15/10/2013,339.291
16/10/2013,339.095
17/10/2013,338.907
18/10/2013,338.703
19/10/2013,338.521
20/10/2013,338.358
21/10/2013,338.054
22/10/2013,337.801
23/10/2013,337.614
24/10/2013,337.592
25/10/2013,337.281
26/10/2013,336.993
27/10/2013,336.727
28/10/2013,336.299
29/10/2013,335.727
30/10/2013,335.354
31/10/2013,335.078
01/11/2013,342.132
02/11/2013,342.132
03/11/2013,342.132
04/11/2013,341.725
05/11/2013,341.904
06/11/2013,342.024
07/11/2013,342.193
08/11/2013,342.103
09/11/2013,342.034
10/11/2013,341.978
11/11/2013,341.838
12/11/2013,341.552
13/11/2013,341.331
14/11/2013,341.269
15/11/2013,341.083
16/11/2013,340.920
17/11/2013,340.777
18/11/2013,340.624
19/11/2013,340.340
20/11/2013,340.049
21/11/2013,339.887
22/11/2013,339.655
23/11/2013,339.443
24/11/2013,339.249
25/11/2013,339.070
26/11/2013,338.835
27/11/2013,338.614
28/11/2013,338.450
29/11/2013,338.395
30/11/2013,338.343
01/12/2013,336.846
02/12/2013,344.359
03/12/2013,346.913
04/12/2013,348.643
05/12/2013,351.703
06/12/2013,352.046
07/12/2013,352.291
08/12/2013,352.475
09/12/2013,352.614
10/12/2013,352.676
11/12/2013,352.885
12/12/2013,354.326
13/12/2013,354.463
14/12/2013,354.580
15/12/2013,354.682
16/12/2013,354.752
17/12/2013,354.822
18/12/2013,354.986
19/12/2013,355.984
20/12/2013,356.444
21/12/2013,356.861
22/12/2013,357.239
23/12/2013,357.575
24/12/2013,357.883
25/12/2013,358.166
26/12/2013,358.939
27/12/2013,359.499
28/12/2013,360.019
29/12/2013,360.503
30/12/2013,361.059
31/12/2013,361.580
01/01/2014,377.197
02/01/2014,377.678
03/01/2014,377.285
04/01/2014,377.088
05/01/2014,376.970
06/01/2014,376.719
07/01/2014,376.354
08/01/2014,375.764
09/01/2014,375.572
10/01/2014,375.520
11/01/2014,375.477
12/01/2014,375.441
13/01/2014,375.387
14/01/2014,375.364
15/01/2014,375.102
16/01/2014,374.615
17/01/2014,374.135
18/01/2014,373.708
19/01/2014,373.326
20/01/2014,372.922
21/01/2014,372.518
22/01/2014,371.969
23/01/2014,371.473
24/01/2014,370.851
25/01/2014,370.278
26/01/2014,369.749
27/01/2014,369.156
28/01/2014,368.729
29/01/2014,368.517
30/01/2014,368.382
31/01/2014,368.236
01/02/2014,363.858
02/02/2014,363.858
03/02/2014,362.797
04/02/2014,361.660
05/02/2014,359.216
06/02/2014,357.865
07/02/2014,356.648
08/02/2014,355.736
09/02/2014,355.026
10/02/2014,354.199
11/02/2014,353.526
12/02/2014,353.418
13/02/2014,353.401
14/02/2014,353.335
15/02/2014,353.278
16/02/2014,353.228
17/02/2014,352.832
18/02/2014,352.457
19/02/2014,351.938
20/02/2014,351.601
21/02/2014,350.988
22/02/2014,350.431
23/02/2014,349.923
24/02/2014,349.510
25/02/2014,348.749
26/02/2014,348.402
27/02/2014,347.814
28/02/2014,347.707
01/03/2014,344.819
02/03/2014,344.819
03/03/2014,344.819
04/03/2014,344.819
05/03/2014,345.727
06/03/2014,346.635
07/03/2014,347.605
08/03/2014,348.332
09/03/2014,348.897
10/03/2014,349.472
11/03/2014,349.899
12/03/2014,350.236
13/03/2014,350.654
14/03/2014,351.131
15/03/2014,351.544
16/03/2014,351.906
17/03/2014,352.068
18/03/2014,352.173
19/03/2014,352.277
20/03/2014,352.325
21/03/2014,352.336
22/03/2014,352.345
23/03/2014,352.354
24/03/2014,352.362
25/03/2014,352.157
26/03/2014,351.940
27/03/2014,351.676
28/03/2014,351.587
29/03/2014,351.504
30/03/2014,351.427
31/03/2014,351.349
01/04/2014,363.756
02/04/2014,363.756
03/04/2014,362.240
04/04/2014,361.445
05/04/2014,360.968
06/04/2014,360.650
07/04/2014,360.684
08/04/2014,361.177
09/04/2014,361.146
10/04/2014,361.219
11/04/2014,361.247
12/04/2014,361.270
13/04/2014,361.289
14/04/2014,361.255
15/04/2014,361.480
16/04/2014,361.325
17/04/2014,361.189
18/04/2014,361.067
19/04/2014,360.959
20/04/2014,360.861
21/04/2014,360.463
22/04/2014,360.030
23/04/2014,359.297
24/04/2014,358.705
25/04/2014,357.748
26/04/2014,356.865
27/04/2014,356.047
28/04/2014,355.089
29/04/2014,354.239
30/04/2014,354.170
01/05/2014,352.163
02/05/2014,352.163
03/05/2014,352.163
04/05/2014,352.163
05/05/2014,353.640
06/05/2014,354.752
07/05/2014,355.567
08/05/2014,356.440
09/05/2014,357.083
10/05/2014,357.597
11/05/2014,358.018
12/05/2014,358.295
13/05/2014,358.658
14/05/2014,358.576
15/05/2014,358.374
16/05/2014,358.058
17/05/2014,357.780
18/05/2014,357.532
19/05/2014,357.215
20/05/2014,356.862
21/05/2014,356.735
22/05/2014,356.688
23/05/2014,356.173
24/05/2014,355.700
25/05/2014,355.266
26/05/2014,354.604
27/05/2014,354.281
28/05/2014,353.994
29/05/2014,353.613
30/05/2014,353.457
31/05/2014,353.311
01/06/2014,348.928
02/06/2014,357.261
03/06/2014,360.391
04/06/2014,362.846
05/06/2014,364.211
06/06/2014,364.264
07/06/2014,364.303
08/06/2014,364.331
09/06/2014,365.015
10/06/2014,365.695
11/06/2014,366.318
12/06/2014,367.192
13/06/2014,367.037
14/06/2014,366.904
15/06/2014,366.789
16/06/2014,366.328
17/06/2014,365.956
18/06/2014,365.768
19/06/2014,365.585
20/06/2014,365.420
21/06/2014,365.271
22/06/2014,365.135
23/06/2014,365.052
24/06/2014,364.966
25/06/2014,364.991
26/06/2014,365.284
27/06/2014,365.485
28/06/2014,365.672
29/06/2014,365.845
30/06/2014,366.004
01/07/2014,382.719
02/07/2014,384.210
03/07/2014,387.217
04/07/2014,388.761
05/07/2014,389.687
06/07/2014,390.305
07/07/2014,390.944
08/07/2014,391.542
09/07/2014,392.007
10/07/2014,392.004
11/07/2014,391.851
12/07/2014,391.724
13/07/2014,391.617
14/07/2014,391.641
15/07/2014,391.641
16/07/2014,391.472
17/07/2014,390.874
18/07/2014,390.320
19/07/2014,389.824
20/07/2014,389.378
21/07/2014,388.984
22/07/2014,388.479
23/07/2014,388.141
24/07/2014,387.649
25/07/2014,387.041
26/07/2014,386.479
27/07/2014,385.959
28/07/2014,385.358
29/07/2014,384.845
30/07/2014,384.353
31/07/2014,383.944
01/08/2014,389.897
02/08/2014,389.897
03/08/2014,389.897
04/08/2014,389.783
05/08/2014,389.692
06/08/2014,389.264
07/08/2014,389.070
08/08/2014,389.144
09/08/2014,389.202
10/08/2014,389.249
11/08/2014,389.119
12/08/2014,389.420
13/08/2014,389.725
14/08/2014,389.881
15/08/2014,389.960
16/08/2014,390.030
17/08/2014,390.091
18/08/2014,390.145
19/08/2014,390.366
20/08/2014,390.347
21/08/2014,390.652
22/08/2014,390.922
23/08/2014,391.170
24/08/2014,391.396
25/08/2014,391.461
26/08/2014,391.534
27/08/2014,391.402
28/08/2014,391.190
29/08/2014,391.122
30/08/2014,391.057
31/08/2014,390.997
01/09/2014,405.966
02/09/2014,406.332
03/09/2014,405.874
04/09/2014,406.164
05/09/2014,406.189
06/09/2014,406.206
07/09/2014,406.219
08/09/2014,406.154
09/09/2014,405.531
10/09/2014,404.561
11/09/2014,404.324
12/09/2014,404.140
13/09/2014,403.983
14/09/2014,403.849
15/09/2014,403.636
16/09/2014,403.365
17/09/2014,402.611
18/09/2014,401.693
19/09/2014,400.787
20/09/2014,399.971
21/09/2014,399.232
22/09/2014,398.601
23/09/2014,398.048
24/09/2014,397.576
25/09/2014,397.286
26/09/2014,396.936
27/09/2014,396.613
28/09/2014,396.313
29/09/2014,396.031
30/09/2014,395.573
01/10/2014,412.070
02/10/2014,409.306
03/10/2014,408.208
04/10/2014,407.660
05/10/2014,407.330
06/10/2014,406.900
07/10/2014,407.016
08/10/2014,406.847
09/10/2014,406.682
10/10/2014,406.494
11/10/2014,406.341
12/10/2014,406.213
13/10/2014,406.105
14/10/2014,406.178
15/10/2014,406.151
16/10/2014,406.279
17/10/2014,406.353
18/10/2014,406.419
19/10/2014,406.478
20/10/2014,406.487
21/10/2014,406.096
22/10/2014,405.667
23/10/2014,405.252
24/10/2014,404.555
25/10/2014,403.913
26/10/2014,403.322
27/10/2014,402.572
28/10/2014,401.916
29/10/2014,401.367
30/10/2014,400.921
31/10/2014,401.131
01/11/2014,407.437
02/11/2014,407.437
03/11/2014,409.607
04/11/2014,410.696
05/11/2014,411.806
06/11/2014,412.546
07/11/2014,413.312
08/11/2014,413.887
09/11/2014,414.334
10/11/2014,414.813
11/11/2014,414.976
12/11/2014,414.966
13/11/2014,414.867
14/11/2014,414.340
15/11/2014,413.883
16/11/2014,413.483
17/11/2014,413.016
18/11/2014,412.599
19/11/2014,412.066
20/11/2014,411.306
21/11/2014,410.471
22/11/2014,409.712
23/11/2014,409.019
24/11/2014,408.383
25/11/2014,408.320
26/11/2014,408.229
27/11/2014,407.687
28/11/2014,407.738
29/11/2014,407.786
30/11/2014,407.830
01/12/2014,434.222
02/12/2014,435.807
03/12/2014,436.246
04/12/2014,435.565
05/12/2014,435.235
06/12/2014,435.015
07/12/2014,434.857
08/12/2014,434.740
09/12/2014,434.471
10/12/2014,433.728
11/12/2014,433.846
12/12/2014,433.004
13/12/2014,432.291
14/12/2014,431.681
15/12/2014,431.832
16/12/2014,432.546
17/12/2014,433.437
18/12/2014,434.392
19/12/2014,435.503
20/12/2014,436.503
21/12/2014,437.408
22/12/2014,438.281
23/12/2014,438.702
24/12/2014,439.063
25/12/2014,439.395
26/12/2014,439.702
27/12/2014,439.985
28/12/2014,440.249
29/12/2014,441.502
30/12/2014,442.204
31/12/2014,442.861
01/01/2015,462.564
02/01/2015,464.213
03/01/2015,464.763
04/01/2015,465.037
05/01/2015,465.026
06/01/2015,465.023
07/01/2015,464.126
08/01/2015,463.709
09/01/2015,463.492
10/01/2015,463.319
11/01/2015,463.176
12/01/2015,463.161
13/01/2015,463.288
14/01/2015,462.704
15/01/2015,462.200
16/01/2015,461.612
17/01/2015,461.093
18/01/2015,460.632
19/01/2015,460.220
20/01/2015,459.940
21/01/2015,459.124
22/01/2015,458.368
23/01/2015,457.757
24/01/2015,457.197
25/01/2015,456.682
26/01/2015,455.968
27/01/2015,455.362
28/01/2015,454.733
29/01/2015,454.389
30/01/2015,454.175
31/01/2015,453.976
01/02/2015,447.994
02/02/2015,448.690
03/02/2015,447.776
04/02/2015,448.270
05/02/2015,449.008
06/02/2015,449.624
07/02/2015,450.064
08/02/2015,450.394
09/02/2015,450.799
10/02/2015,451.308
11/02/2015,451.140
12/02/2015,450.741
13/02/2015,450.706
14/02/2015,450.675
15/02/2015,450.649
16/02/2015,450.625
17/02/2015,450.605
18/02/2015,450.770
19/02/2015,450.830
20/02/2015,451.085
21/02/2015,451.316
22/02/2015,451.526
23/02/2015,451.602
24/02/2015,451.509
25/02/2015,451.282
26/02/2015,450.997
27/02/2015,450.828
28/02/2015,450.670
01/03/2015,446.408
02/03/2015,451.982
03/03/2015,453.716
04/03/2015,453.647
05/03/2015,453.102
06/03/2015,452.326
07/03/2015,451.773
08/03/2015,451.357
09/03/2015,451.659
10/03/2015,451.924
11/03/2015,451.865
12/03/2015,452.086
13/03/2015,452.096
14/03/2015,452.105
15/03/2015,452.113
16/03/2015,452.483
17/03/2015,452.623
18/03/2015,452.809
19/03/2015,453.004
20/03/2015,453.396
21/03/2015,453.751
22/03/2015,454.073
23/03/2015,454.367
24/03/2015,454.637
25/03/2015,455.023
26/03/2015,454.618
27/03/2015,454.261
28/03/2015,453.929
29/03/2015,453.621
30/03/2015,453.489
31/03/2015,453.065
01/04/2015,466.366
02/04/2015,466.366
03/04/2015,466.366
04/04/2015,466.366
05/04/2015,466.366
06/04/2015,465.283
07/04/2015,464.432
08/04/2015,463.750
09/04/2015,463.654
10/04/2015,463.589
11/04/2015,463.536
12/04/2015,463.491
13/04/2015,463.459
14/04/2015,463.235
15/04/2015,463.192
16/04/2015,463.200
17/04/2015,462.858
18/04/2015,462.553
19/04/2015,462.281
20/04/2015,461.942
21/04/2015,461.582
22/04/2015,461.024
23/04/2015,460.548
24/04/2015,460.213
25/04/2015,459.906
26/04/2015,459.622
27/04/2015,459.110
28/04/2015,458.514
29/04/2015,457.633
30/04/2015,458.015
01/05/2015,469.092
02/05/2015,469.092
03/05/2015,469.092
04/05/2015,469.582
05/05/2015,469.337
06/05/2015,468.750
07/05/2015,468.326
08/05/2015,468.504
09/05/2015,468.642
10/05/2015,468.753
11/05/2015,469.403
12/05/2015,470.055
13/05/2015,470.368
14/05/2015,470.461
15/05/2015,470.456
16/05/2015,470.451
17/05/2015,470.446
18/05/2015,470.428
19/05/2015,470.279
20/05/2015,470.157
21/05/2015,469.793
22/05/2015,469.605
23/05/2015,469.433
24/05/2015,469.276
25/05/2015,469.131
26/05/2015,468.984
27/05/2015,468.996
28/05/2015,468.760
29/05/2015,468.531
30/05/2015,468.316
31/05/2015,468.116
01/06/2015,478.884
02/06/2015,480.063
03/06/2015,478.464
04/06/2015,480.037
05/06/2015,480.612
06/06/2015,480.996
07/06/2015,481.270
08/06/2015,482.529
09/06/2015,483.467
10/06/2015,484.663
11/06/2015,486.465
12/06/2015,487.713
13/06/2015,488.770
14/06/2015,489.676
15/06/2015,490.505
16/06/2015,491.042
17/06/2015,490.962
18/06/2015,490.719
19/06/2015,490.232
20/06/2015,489.795
21/06/2015,489.399
22/06/2015,488.983
23/06/2015,488.749
24/06/2015,488.699
25/06/2015,488.404
26/06/2015,488.384
27/06/2015,488.366
28/06/2015,488.349
29/06/2015,488.233
30/06/2015,488.049
01/07/2015,500.331
02/07/2015,502.502
03/07/2015,505.199
04/07/2015,506.548
05/07/2015,507.357
06/07/2015,507.732
07/07/2015,508.602
08/07/2015,509.385
09/07/2015,509.994
10/07/2015,510.773
11/07/2015,511.410
12/07/2015,511.941
13/07/2015,512.238
14/07/2015,512.602
15/07/2015,512.861
16/07/2015,513.029
17/07/2015,513.329
18/07/2015,513.595
19/07/2015,513.833
20/07/2015,514.544
21/07/2015,515.346
22/07/2015,516.145
23/07/2015,516.885
24/07/2015,516.990
25/07/2015,517.087
26/07/2015,517.176
27/07/2015,517.180
28/07/2015,517.337
29/07/2015,517.261
30/07/2015,516.929
31/07/2015,517.033
01/08/2015,520.170
02/08/2015,520.170
03/08/2015,523.960
04/08/2015,528.197
05/08/2015,529.760
06/08/2015,530.330
07/08/2015,530.553
08/08/2015,530.720
09/08/2015,530.850
10/08/2015,531.141
11/08/2015,531.653
12/08/2015,531.666
13/08/2015,531.638
14/08/2015,531.711
15/08/2015,531.774
16/08/2015,531.830
17/08/2015,531.879
18/08/2015,531.663
19/08/2015,531.617
20/08/2015,531.143
21/08/2015,530.606
22/08/2015,530.118
23/08/2015,529.672
24/08/2015,529.141
25/08/2015,528.764
26/08/2015,528.338
27/08/2015,527.858
28/08/2015,527.759
29/08/2015,527.667
30/08/2015,527.581
31/08/2015,526.990
01/09/2015,532.787
02/09/2015,532.106
03/09/2015,531.729
04/09/2015,532.443
05/09/2015,532.872
06/09/2015,533.158
07/09/2015,533.380
08/09/2015,533.238
09/09/2015,533.148
10/09/2015,533.350
11/09/2015,534.188
12/09/2015,534.886
13/09/2015,535.477
14/09/2015,535.684
15/09/2015,535.884
16/09/2015,535.866
17/09/2015,535.634
18/09/2015,535.503
19/09/2015,535.386
20/09/2015,535.280
21/09/2015,535.101
22/09/2015,535.102
23/09/2015,534.890
24/09/2015,534.730
25/09/2015,534.445
26/09/2015,534.181
27/09/2015,533.937
28/09/2015,533.442
29/09/2015,533.463
30/09/2015,533.353
01/10/2015,541.547
02/10/2015,540.455
03/10/2015,540.090
04/10/2015,539.908
05/10/2015,541.312
06/10/2015,542.127
07/10/2015,542.830
08/10/2015,543.400
09/10/2015,543.663
10/10/2015,543.873
11/10/2015,544.045
12/10/2015,544.189
13/10/2015,544.407
14/10/2015,544.252
15/10/2015,544.759
16/10/2015,545.088
17/10/2015,545.378
18/10/2015,545.637
19/10/2015,545.714
20/10/2015,545.962
21/10/2015,545.991
22/10/2015,546.103
23/10/2015,546.116
24/10/2015,546.127
25/10/2015,546.138
26/10/2015,546.015
27/10/2015,545.839
28/10/2015,545.360
29/10/2015,544.683
30/10/2015,544.634
31/10/2015,544.588
01/11/2015,543.201
02/11/2015,552.180
03/11/2015,554.984
04/11/2015,557.222
05/11/2015,559.255
06/11/2015,560.611
07/11/2015,561.580
08/11/2015,562.306
09/11/2015,562.984
10/11/2015,563.666
11/11/2015,564.519
12/11/2015,564.345
13/11/2015,564.624
14/11/2015,564.864
15/11/2015,565.071
16/11/2015,565.341
17/11/2015,565.500
18/11/2015,565.071
19/11/2015,564.402
20/11/2015,563.491
21/11/2015,562.666
22/11/2015,561.916
23/11/2015,561.614
24/11/2015,561.249
25/11/2015,560.799
26/11/2015,560.709
27/11/2015,560.627
28/11/2015,560.550
29/11/2015,560.479
30/11/2015,559.688
01/12/2015,611.050
02/12/2015,610.956
03/12/2015,613.456
04/12/2015,613.171
05/12/2015,613.000
06/12/2015,612.886
07/12/2015,612.805
08/12/2015,612.744
09/12/2015,614.578
10/12/2015,615.318
11/12/2015,615.494
12/12/2015,615.641
13/12/2015,615.765
14/12/2015,615.829
15/12/2015,615.600
16/12/2015,614.998
17/12/2015,615.926
18/12/2015,616.677
19/12/2015,617.349
20/12/2015,617.954
21/12/2015,618.938
22/12/2015,619.896
23/12/2015,620.491
24/12/2015,620.935
25/12/2015,621.344
26/12/2015,621.722
27/12/2015,622.072
28/12/2015,622.327
29/12/2015,622.662
30/12/2015,622.208
31/12/2015,622.263
01/01/2016,623.890
02/01/2016,623.890
03/01/2016,623.890
04/01/2016,622.991
05/01/2016,622.807
06/01/2016,619.789
07/01/2016,617.924
08/01/2016,617.232
09/01/2016,616.693
10/01/2016,616.262
11/01/2016,616.657
12/01/2016,616.950
13/01/2016,615.841
14/01/2016,614.917
15/01/2016,613.989
16/01/2016,613.177
17/01/2016,612.460
18/01/2016,611.174
19/01/2016,610.057
20/01/2016,609.075
21/01/2016,608.321
22/01/2016,607.632
23/01/2016,607.004
24/01/2016,606.428
25/01/2016,605.854
26/01/2016,605.540
27/01/2016,604.991
28/01/2016,604.490
29/01/2016,603.932
30/01/2016,603.412
31/01/2016,602.926
01/02/2016,587.033
02/02/2016,587.086
03/02/2016,585.536
04/02/2016,582.885
05/02/2016,580.218
06/02/2016,578.441
07/02/2016,577.171
08/02/2016,576.219
09/02/2016,575.478
10/02/2016,574.300
11/02/2016,574.139
12/02/2016,574.052
13/02/2016,573.978
14/02/2016,573.915
15/02/2016,573.970
16/02/2016,573.217
17/02/2016,571.983
18/02/2016,570.770
19/02/2016,569.692
20/02/2016,568.721
21/02/2016,567.843
22/02/2016,566.916
23/02/2016,566.189
24/02/2016,565.619
25/02/2016,565.098
26/02/2016,564.565
27/02/2016,564.072
28/02/2016,563.614
29/02/2016,563.460
01/03/2016,579.176
02/03/2016,584.452
03/03/2016,588.807
04/03/2016,589.993
05/03/2016,590.705
06/03/2016,591.180
07/03/2016,591.502
08/03/2016,591.458
09/03/2016,591.285
10/03/2016,590.974
11/03/2016,590.315
12/03/2016,589.766
13/03/2016,589.302
14/03/2016,588.262
15/03/2016,587.247
16/03/2016,586.838
17/03/2016,586.915
18/03/2016,587.037
19/03/2016,587.145
20/03/2016,587.243
21/03/2016,587.432
22/03/2016,587.221
23/03/2016,587.526
24/03/2016,587.806
25/03/2016,588.063
26/03/2016,588.301
27/03/2016,588.521
28/03/2016,588.358
29/03/2016,588.183
30/03/2016,587.341
31/03/2016,586.879
01/04/2016,610.011
02/04/2016,610.011
03/04/2016,610.011
04/04/2016,608.739
05/04/2016,607.189
06/04/2016,604.070
07/04/2016,602.093
08/04/2016,599.772
09/04/2016,597.967
10/04/2016,596.522
11/04/2016,595.376
12/04/2016,594.607
13/04/2016,594.010
14/04/2016,593.584
15/04/2016,592.576
16/04/2016,591.694
17/04/2016,590.916
18/04/2016,589.886
19/04/2016,589.416
20/04/2016,588.933
21/04/2016,587.839
22/04/2016,586.818
23/04/2016,585.886
24/04/2016,585.032
25/04/2016,584.213
26/04/2016,583.666
27/04/2016,583.395
28/04/2016,583.019
29/04/2016,582.659
30/04/2016,582.322
01/05/2016,572.568
02/05/2016,585.701
03/05/2016,589.457
04/05/2016,591.863
05/05/2016,593.367
06/05/2016,593.200
07/05/2016,593.081
08/05/2016,592.992
09/05/2016,593.685
10/05/2016,593.241
11/05/2016,592.941
12/05/2016,591.904
13/05/2016,591.287
14/05/2016,590.759
15/05/2016,590.300
16/05/2016,589.841
17/05/2016,589.764
18/05/2016,589.314
19/05/2016,588.645
20/05/2016,588.339
21/05/2016,588.062
22/05/2016,587.810
23/05/2016,587.504
24/05/2016,587.191
25/05/2016,586.902
26/05/2016,586.280
27/05/2016,585.755
28/05/2016,585.266
29/05/2016,584.812
30/05/2016,584.440
31/05/2016,584.173
01/06/2016,612.292
02/06/2016,610.951
03/06/2016,611.091
04/06/2016,611.160
05/06/2016,611.202
06/06/2016,611.315
07/06/2016,611.094
08/06/2016,612.479
09/06/2016,613.393
10/06/2016,614.261
11/06/2016,614.971
12/06/2016,615.563
13/06/2016,615.782
14/06/2016,615.550
15/06/2016,616.283
16/06/2016,616.132
17/06/2016,615.999
18/06/2016,615.881
19/06/2016,615.775
20/06/2016,615.680
21/06/2016,615.917
22/06/2016,617.108
23/06/2016,617.665
24/06/2016,617.767
25/06/2016,617.861
26/06/2016,617.947
27/06/2016,617.817
28/06/2016,617.589
29/06/2016,617.812
30/06/2016,618.259
01/07/2016,687.519
02/07/2016,687.519
03/07/2016,687.519
04/07/2016,686.294
05/07/2016,682.349
06/07/2016,681.947
07/07/2016,682.119
08/07/2016,682.248
09/07/2016,682.348
10/07/2016,682.429
11/07/2016,682.320
12/07/2016,681.527
13/07/2016,681.203
14/07/2016,681.089
15/07/2016,680.328
16/07/2016,679.662
17/07/2016,679.075
18/07/2016,678.282
19/07/2016,677.350
20/07/2016,676.493
21/07/2016,675.660
22/07/2016,674.877
23/07/2016,674.162
24/07/2016,673.506
25/07/2016,672.999
26/07/2016,672.839
27/07/2016,672.713
28/07/2016,672.570
29/07/2016,672.175
30/07/2016,671.807
31/07/2016,671.463
01/08/2016,687.837
02/08/2016,685.838
03/08/2016,681.081
04/08/2016,679.168
05/08/2016,678.232
06/08/2016,677.607
07/08/2016,677.161
08/08/2016,678.169
09/08/2016,678.538
10/08/2016,679.615
11/08/2016,679.583
12/08/2016,679.074
13/08/2016,678.643
14/08/2016,678.274
15/08/2016,677.954
16/08/2016,676.940
17/08/2016,676.903
18/08/2016,676.727
19/08/2016,676.538
20/08/2016,676.368
21/08/2016,676.214
22/08/2016,676.086
23/08/2016,675.848
24/08/2016,675.726
25/08/2016,675.491
26/08/2016,675.234
27/08/2016,674.997
28/08/2016,674.776
29/08/2016,675.010
30/08/2016,675.318
31/08/2016,675.460
01/09/2016,705.805
02/09/2016,699.163
03/09/2016,696.949
04/09/2016,695.842
05/09/2016,695.277
06/09/2016,693.172
07/09/2016,693.513
08/09/2016,694.331
09/09/2016,694.427
10/09/2016,694.503
11/09/2016,694.566
12/09/2016,694.154
13/09/2016,693.220
14/09/2016,692.878
15/09/2016,692.365
16/09/2016,691.330
17/09/2016,690.418
18/09/2016,689.607
19/09/2016,689.059
20/09/2016,688.231
21/09/2016,687.614
22/09/2016,686.986
23/09/2016,686.104
24/09/2016,685.294
25/09/2016,684.550
